posemo,anx,anger,sad,affiliation
42.22,2.22,2.22,4.44,2.44
80,0,0,0,6.9
34.48,13.79,0,0,0
37.5,0,0,3.12,3.45
46.25,8.75,6.25,7.5,6.58
38.89,5.56,2.78,8.33,0
82.93,0,0,0,51.35
59.09,4.55,0,2.27,5.13
51.16,0,0,4.65,0
57.14,7.14,0,0,2.7
63.46,5.77,1.92,3.85,2.08
47.37,5.26,0,2.63,0
67.35,0,0,2.04,8.7
76.47,0,0,1.96,17.39
63.83,0,4.26,0,2.38
74.47,0,0,6.38,4.76
47.06,0,0,0,0
51.16,0,0,4.65,0
33.33,26.19,2.38,11.9,0
48.65,5.41,0,29.73,0
37.5,5,7.5,0,0
62.86,0,5.71,0,0
47.83,4.35,0,13.04,15.79
11.84,26.94,19.59,11.84,1.25
12.9,6.45,0,22.58,0
37.5,8.33,2.08,12.5,0
43.24,8.11,0,8.11,3.03
58.54,0,0,4.88,0
51.35,5.41,0,0,0
36.17,0,0,10.64,0
65.79,0,0,2.63,6.06
40,6.67,0,15.56,4.88
60.42,0,2.08,2.08,2.38
27.59,10.34,3.45,13.79,0
54.84,9.68,0,0,0
48.28,6.9,0,3.45,0
61.11,2.78,0,2.78,0
56.67,3.33,0,8.33,12.96
66,4,0,4,0
63.64,0,0,0,0
14.63,17.07,0,12.2,0
31.43,0,0,0,0
58.54,9.76,0,4.88,2.7
45.16,0,0,0,0
50,2.78,0,0,0
80,3.64,0,3.64,38
25,13.89,0,11.11,3.12
58.54,2.44,0,2.44,2.78
52.61,5.92,0.35,19.16,3.89
25,0,0,3.57,0
23.5,13.82,0.92,44.7,2.82
41.94,3.23,0,9.68,0
42.11,5.26,0,21.05,0
35.14,5.41,0,2.7,0
66.67,3.03,6.06,0,3.45
70.97,0,0,0,21.43
54.17,2.08,0,0,13.64
34.04,14.89,4.26,4.26,2.38
27.03,18.92,0,21.62,3.12
51.11,4.44,2.22,0,2.44
21.88,9.38,0,15.62,0
50,3.12,0,0,0
60,0,0,6.67,4.17
52.73,3.64,0,7.27,2
25,22.73,0,11.36,0
48.72,0,2.56,0,0
50,2.08,0,12.5,0
47.37,0,0,7.89,0
25.53,10.64,0,10.64,0
51.7,8.84,1.7,12.59,1.72
56.67,10,3.33,1.67,3.7
45.45,11.82,0.45,9.55,0.93
43.48,6.52,2.17,10.87,2.44
60,0,0,7.5,5.88
30.77,11.54,0,7.69,0
42.86,20.41,0,16.33,11.36
36.84,15.79,10.53,0,2.86
58.82,5.88,0,5.88,13.04
51.28,2.56,2.56,7.69,2.86
56.86,9.8,5.88,3.92,2.22
36.59,4.88,0,17.07,0
23.91,15.22,0,41.3,0
37.31,13.43,0,19.4,1.61
36.99,15.99,3.13,18.18,1.9
29.09,10.91,3.64,7.27,0
38.64,13.64,0,9.09,0
72.73,0,0,0,6.9
75.61,4.88,0,0,13.16
9.76,24.39,2.44,31.71,0
33.33,10.53,0,12.28,5.77
36.67,15,0,25,9.26
45.61,10.53,1.75,22.81,19.23
32.35,2.94,29.41,0,0
41.67,5.56,11.11,8.33,0
54,2,2,4,2.27
41.67,11.11,0,25,0
70.18,5.26,0,3.51,9.62
16.39,22.95,1.64,32.79,0
47.5,10,0,20,0
54.9,3.92,3.92,0,2.22
50,0,0,2.5,0
35.09,15.79,1.75,12.28,3.92
29.41,15.29,3.53,20,2.47
39.02,9.76,0,7.32,0
31.25,6.25,0,25,3.85
50,0,0,5,0
25.93,9.26,3.7,44.44,4.17
46.67,0,0,26.67,5
28.05,14.19,1.98,25.74,2.01
55.17,0,6.9,0,0
28.12,25,0,6.25,0
0,33.87,8.06,24.19,0
40.54,16.22,0,0,0
81.82,0,0,0,6.9
52.83,11.32,5.66,1.89,18.75
24.44,20,0,11.11,0
55.31,4.42,1.77,1.77,0.9
23.68,13.16,5.26,15.79,0
48.72,7.69,1.54,9.23,1.58
65.31,0,0,0,6.82
20.59,8.82,2.94,38.24,0
36.73,14.29,0,16.33,2.22
58.62,3.45,0,6.9,4
62.79,4.65,0,2.33,25.64
58.18,3.64,1.82,3.64,4
41.81,12.43,1.13,13.56,1.17
37.85,8.76,3.98,9.96,0.81
62.07,0,0,0,0
46.67,3.33,0,6.67,0
35.14,13.51,5.41,8.11,0
39.47,10.53,0,13.16,0
59.46,0,0,5.41,0
28.95,7.89,2.63,15.79,0
50,0,0,16.67,0
40,13.33,2.22,4.44,0
14.75,22.95,3.28,24.59,3.57
51.28,25.64,0,2.56,0
45.45,15.15,0,12.12,6.9
25,30,5,15,0
44.24,12.23,0.36,24.1,5.49
56.72,5.97,0,5.97,3.17
26.19,14.29,0,23.81,0
47.22,8.33,2.78,8.33,0
44,4,0,14,0
36.17,6.38,0,14.89,2.38
36.84,7.89,0,13.16,0
45.24,14.29,0,11.9,0
47.06,0,0,38.24,0
56.1,7.32,0,7.32,0
30.19,7.55,3.77,9.43,4.08
48.2,3.6,1.35,0.9,2.76
40.54,5.41,8.11,0,3.03
48.57,10.48,1.9,11.43,14
33.33,0,0,24.24,0
42.5,2.5,0,2.5,2.86
43.58,8.11,1.35,10.81,1.38
10.2,38.78,2.04,30.61,2.22
62.16,0,0,8.11,0
36.62,14.08,5.63,18.31,4.55
55.32,2.13,0,6.38,0
68.42,0,0,5.26,0
43.43,4.78,3.98,6.77,3.66
40.54,2.7,5.41,0,0
51.02,0,0,4.08,0
51.28,7.69,5.13,7.69,0
20.41,22.45,2.04,18.37,0
61.4,3.51,1.75,7.02,16.98
68.18,0,0,0,7.69
56.36,0,0,10.91,2
32.5,7.5,0,20,0
23.4,6.38,0,21.28,0
17.78,33.33,0,15.56,0
22.45,20.41,4.08,20.41,0
62.5,2.5,0,0,0
67.27,0,0,5.45,18
35.71,7.14,0,2.38,5.26
34.69,12.24,0,18.37,6.98
42.55,0,6.38,0,2.38
14.15,27.36,14.39,14.62,0
55.1,8.16,0,4.08,4.44
28.57,12.5,5.36,25,0
48.72,0,5.13,0,2.94
32.26,3.23,3.23,0,0
54.05,0,0,2.7,0
71.43,5.71,0,0,10
15.62,15.62,0,21.88,0
25.64,2.56,2.56,10.26,5.88
18.18,27.27,0,22.73,5
37.5,5,0,0,0
37.93,10.34,0,0,0
46.67,4.44,0,6.67,5.13
44.19,7.97,1.33,4.98,1.01
72.55,0,0,0,8.89
38.24,0,5.88,8.82,0
34.38,0,0,3.12,0
53.49,4.65,0,13.95,7.69
41.46,17.07,0,9.76,0
63.64,0,0,0,3.45
36.96,4.35,2.17,10.87,2.44
26.47,8.82,2.94,17.65,0
34.21,0,0,7.89,6.25
40.91,7.58,0,16.67,1.61
73.08,0,0,0,8.7
11.11,22.22,2.22,42.22,2.5
12.5,22.92,0,39.58,0
23.08,23.08,3.85,19.23,2.13
22.5,30,0,7.5,2.86
34.48,0,0,0,0
27.5,10,2.5,40,0
56.52,2.17,0,4.35,5
16.22,13.51,2.7,32.43,0
31.58,0,0,31.58,0
55.56,0,0,0,0
32.5,15,0,25,5.71
61.4,5.26,0,5.26,0
20,16,4,30,2.17
44.12,2.94,0,5.88,6.67
39.15,3.3,1.89,9.91,0.48
48.94,2.13,0,8.51,0
61.4,1.75,0,1.75,0
9.62,39.9,0.96,37.98,0.49
52.94,0,5.88,0,0
56.82,0,0,0,0
58.54,0,9.76,0,2.78
55.17,0,0,0,0
54.55,5.45,0,7.27,16.33
61.54,0,0,7.69,2.94
78.43,0,0,0,24.44
37.1,6.45,1.61,14.52,1.79
30.77,9.62,0,13.46,4.26
85.42,2.08,0,0,22.73
15.69,23.53,3.92,27.45,0
71.7,1.89,0,0,8.16
57.78,2.22,0,2.22,0
11.43,8.57,0,14.29,0
41.38,13.79,0,3.45,0
19.57,21.74,4.35,4.35,0
64.31,3.14,0.39,5.88,4
31.5,13.76,0.92,21.41,1.86
55.74,11.48,0,3.28,12.28
35,17.5,0,30,5.56
36.84,7.89,2.63,5.26,0
30.56,2.78,5.56,8.33,0
7.69,24.62,10.77,30.77,0
75.56,0,0,0,5
80,0,0,0,28.89
50,0,0,0,3.45
57.89,5.26,0,2.63,0
45.45,0,2.27,6.82,5.26
28.57,21.43,7.14,19.05,0
42.86,7.14,0,4.76,0
27.59,10.34,0,25.86,0
56.45,0,0,3.23,7.14
28.85,15.38,13.46,15.38,2.08
36.36,11.36,2.27,11.36,5.13
37.14,5.71,0,5.71,0
41.46,0,7.32,7.32,0
56.76,0,0,0,0
26.83,19.51,0,12.2,0
10.53,10.53,0,39.47,0
42.86,7.14,0,14.29,8.11
31.43,5.71,0,5.71,0
55,2.5,0,5,16.67
51.72,6.9,0,0,4.35
33.33,0,0,6.67,0
51.52,3.03,0,0,17.86
56.82,0,0,11.36,0
64.29,0,0,0,5.56
65.22,2.17,0,0,14.63
45.45,10.91,0,12.73,3.92
67.65,0,0,5.88,13.79
22.73,6.82,2.27,27.27,5.13
27.66,10.64,0,8.51,4.65
63.33,0,0,0,0
27.59,0,0,6.9,0
48.65,0,5.41,0,15.15
44.44,0,0,5.56,0
48.48,0,0,0,0
24.24,0,0,3.03,0
37.74,13.21,11.32,1.89,0
56.82,4.55,0,2.27,2.56
56.1,0,0,0,0
58.04,2.45,1.4,3.5,2.13
50,0,2.94,2.94,7.14
31.48,16.67,1.85,9.26,2.04
37.5,11.25,3.75,10,4
50,6.25,4.17,4.17,0
62.16,0,0,0,0
58.33,2.08,0,8.33,4.76
47.62,0,2.38,7.14,0
39.47,5.26,0,5.26,2.94
20,6.67,0,37.78,0
68.57,0,0,0,0
66.67,0,0,0,7.41
40.91,0,0,13.64,2.63
41.94,0,0,0,0
57.5,2.5,0,0,0
19.35,0,0,0,0
53.66,14.63,0,7.32,5.41
66.67,0,0,5.56,6.67
57.32,1.22,0,13.41,3.72
67.35,2.04,0,2.04,6.67
64.15,2.83,0.94,4.72,2.9
66.67,0,0,2.56,5.88
57.5,4,1,4,1.54
64,0,0,0,15.91
50,0,0,15.52,1.92
62.57,4.47,0.56,5.03,12.22
65.91,0,0,0,7.89
57.14,4.76,0,7.14,2.7
48.65,5.41,0,5.41,0
14.75,19.67,4.92,24.59,0
31.91,14.89,2.13,21.28,0
27.27,11.36,27.27,6.82,0
35.21,9.86,15.49,11.27,0
65.79,0,2.63,2.63,0
27.27,18.18,0,12.12,0
41.03,5.13,0,17.95,0
37.25,5.88,0,17.65,0
42.42,0,12.12,6.06,0
66.67,0,0,0,2.7
37.7,3.28,1.64,16.39,3.64
62.26,1.89,0,3.77,6.38
23.08,17.31,0,26.92,8.51
72.13,0,0,3.28,14.04
71.93,0,0,0,19.61
37.04,0,0,0,0
45.45,2.27,0,22.73,2.5
48.31,2.81,0.56,19.66,5.17
21.66,32.48,0.96,28.66,1.29
12,26,8,32,0
12.96,24.07,5.56,31.48,0
65.22,0,0,0,10.26
55.56,0,0,0,0
44.19,18.6,2.33,4.65,2.56
46.34,0,2.44,2.44,0
38.64,6.82,0,2.27,0
5.45,36.36,1.82,27.27,0
31.43,2.86,0,5.71,0
30.77,12.82,0,23.08,0
52.5,0,0,2.5,5.88
20.69,8.62,10.34,6.9,1.96
45.76,1.69,1.69,10.17,3.64
50,0,0,0,0
46.67,6.67,0,5,3.64
45.45,4.55,0,9.09,2.56
53.85,5.13,0,10.26,0
52.78,2.78,0,16.67,0
47.06,5.88,0,2.94,3.33
18.92,5.41,0,24.32,0
35.14,2.7,0,5.41,0
58.93,5.36,1.79,3.57,5.88
52.94,0,0,5.88,3.45
37.14,11.43,0,8.57,0
47.37,10.53,0,5.26,2.94
45.16,3.23,0,0,7.69
42.49,6.01,1.72,13.3,3.91
30.77,7.69,0,7.69,0
30.77,7.69,0,3.85,0
36.11,0,0,16.67,3.12
50,7.14,0,3.57,0
56.76,5.41,0,10.81,0
56.1,0,0,4.88,2.78
62.86,0,0,0,0
55.1,2.04,0,4.08,6.82
19.05,33.33,0,21.43,0
61.54,3.08,0,6.15,3.33
45.28,1.89,0,7.55,12.24
58.7,0,0,4.35,9.76
33.33,2.78,0,13.89,3.23
54.48,3.79,0.34,8.97,2.8
41.94,0,0,0,0
44.44,16.67,0,2.78,0
60.42,0,0,4.17,2.33
27.59,15.52,5.17,18.97,1.92
29.41,1.96,1.96,7.84,0
37,11.36,2.93,9.52,0.37
9.09,27.27,10.61,22.73,0
50,5.26,0,15.79,2.94
65.38,0,3.85,0,8.51
31.25,12.5,0,15.62,0
40,8.57,0,5.71,6.45
45.35,6.98,2.33,10.47,6.25
39.22,3.92,0,7.84,0
54.35,0,0,13.04,0
23.29,18.49,3.42,23.97,1.05
52.94,0,0,0,0
45.24,7.14,0,11.9,2.7
22,38,6,14,0
2.94,58.82,5.88,14.71,0
62.86,0,0,5.71,6.45
67.39,0,0,0,0
47.62,0,0,4.76,0
22.22,3.7,0,0,0
50,5.56,0,0,0
36.11,8.33,0,2.78,0
26.67,3.33,0,10,0
45.28,9.43,0,3.77,2.08
29.55,13.64,0,9.09,0
62.16,0,0,0,0
27.78,2.78,0,8.33,0
51.02,4.08,0,2.04,2.27
29.63,3.7,0,0,0
51.11,6.67,0,8.89,2.5
56.25,0,0,0,3.7
30,12.5,0,17.5,0
54.1,3.28,0,1.64,5.36
54.72,5.66,0,0,16
38.46,15.38,5.13,15.38,0
28.21,17.95,10.26,20.51,0
39.53,10.47,2.33,12.79,6.17
14.63,24.39,4.88,12.2,0
55.56,7.07,5.05,7.74,2.4
54.9,5.88,0,11.76,0
54.35,4.35,0,6.52,2.44
45.65,8.7,2.17,4.35,6.98
72.22,0,0,0,3.23
63.16,0,0,0,6.06
39.39,0,0,9.09,0
56.76,0,0,2.7,0
5.71,34.29,17.14,14.29,0
41.46,7.32,0,31.71,0
55.77,1.92,0,9.62,2.08
73.53,5.88,0,0,3.45
61.9,0,4.76,4.76,8.33
25.81,19.35,3.23,25.81,0
58.33,6.25,2.08,10.42,6.98
57.14,0,0,14.29,6.67
63.04,4.35,0,6.52,7.5
75,0,0,0,0
56.76,2.7,0,16.22,0
56.25,3.12,0,15.62,0
50,4.17,0,4.17,4.76
23.68,5.26,0,28.95,0
26.83,14.63,9.76,4.88,2.7
48.94,12.77,0,10.64,0
44.12,8.82,0,0,0
9.52,28.57,9.52,7.14,2.7
39.47,10.53,2.63,10.53,4.23
77.42,0,0,0,19.64
43.86,8.77,0,19.3,11.32
36.84,15.79,0,13.16,2.94
63.64,2.27,0,2.27,2.56
41.01,13.36,3.23,8.76,1.89
16.98,32.08,1.89,16.98,0
17.65,32.35,0,26.47,3.45
34.88,13.95,0,13.95,2.63
15.38,28.21,0,12.82,0
36.84,0,0,7.89,3.12
27.08,18.75,2.08,16.67,2.27
71.05,0,0,0,8.82
34.15,7.32,7.32,7.32,0
54.29,0,0,5.71,0
45.65,0,0,0,2.44
52.24,7.46,0,10.45,3.23
30.3,12.12,3.03,0,0
44.57,8.7,3.26,13.04,3.41
57.89,15.79,0,5.26,0
52.63,2.63,0,2.63,3.12
34.29,2.86,0,5.71,0
22.22,17.78,0,26.67,0
57.89,2.63,0,2.63,0
61.7,0,0,0,2.38
42.86,0,0,11.43,3.23
30.16,20.63,1.59,11.11,3.45
70.45,0,0,0,5.13
57.63,5.08,0,8.47,3.77
47.92,0,0,2.08,2.44
76.92,0,0,0,2.86
58.33,0,0,0,0
47.73,11.36,0,6.82,2.5
71.67,0,3.33,0,12.73
59.32,6.78,0,1.69,5.56
23.44,12.5,0,42.19,3.33
25,6.25,0,6.25,3.85
48,6,8,10,0
16.13,9.68,6.45,25.81,0
70,2.86,0,4.29,18.46
70.97,1.61,0,4.84,12.28
79.17,2.08,2.08,2.08,15.91
39.13,19.57,4.35,13.04,12.2
75.52,0.78,0.26,2.08,15
56.7,6.19,3.09,9.28,8.79
59.18,6.12,2.04,6.12,2.27
82.75,1.62,0.54,1.62,24.32
78.72,0,0,0,0
39.02,7.32,2.44,7.32,0
62.26,5.66,1.89,0,0
72.22,0,0,0,10
17.39,34.78,6.52,15.22,0
29.41,0,0,33.33,8.89
58.54,0,4.88,9.76,2.7
57.58,6.06,0,4.55,6.45
38.89,8.33,0,8.33,0
41.18,11.76,0,13.73,0
63.24,1.47,0,1.47,4.84
3.45,31.03,5.17,36.21,0
51.16,20.93,0,9.3,22.5
50.94,7.55,0,1.89,10.2
54.39,5.26,0,7.02,0
63.33,1.67,0,1.67,5.45
50,14.29,7.14,4.76,0
46.81,4.26,8.51,0,2.44
56.76,5.41,5.41,2.7,0
26.32,18.42,0,2.63,6.25
69.29,4.12,0.37,5.99,22.73
57.14,4.08,0,0,2.22
51.85,11.11,5.56,7.41,6
33.93,5.36,3.57,14.29,7.69
64.58,2.08,0,0,9.52
55.32,0,0,0,4.88
18.03,16.39,3.28,31.15,3.57
81.13,0,0,0,20.83
46.51,11.63,0,6.98,2.47
58.82,0,0,0,2.13
61.29,3.23,0,0,0
46.88,6.25,0,0,0
60,2.22,0,6.67,2.5
61.4,7.02,0,3.51,11.54
64.44,4.44,0,8.89,5
71.43,0,0,0,11.36
41.82,18.18,0,16.36,0
55.32,0,6.38,2.13,0
45,15,0,20,0
50,10,0,0,5.88
67.57,0,0,0,0
47.17,15.09,0,0,2.13
66.67,8.77,0,1.75,15.09
4.65,27.91,25.58,11.63,0
0,33.33,14.81,18.52,0
17.31,19.23,15.38,11.54,0
32.69,26.92,3.85,17.31,2.08
20.41,30.61,16.33,4.08,0
16.13,14.52,19.35,6.45,1.72
47.37,0,0,5.26,6.06
58.97,0,0,5.13,5.88
50,0,0,0,0
58.54,2.44,0,2.44,2.78
62.22,0,0,4.44,25
63.16,0,0,13.16,2.86
68,0,4,2,6.38
84.21,0,0,0,21.15
13.85,7.69,23.08,12.31,1.67
32.43,16.22,2.7,13.51,0
66.67,2.22,0,4.44,2.5
80.39,0,0,0,28.89
17.92,29.25,4.72,17.92,2.97
0,29.09,16.36,25.45,0
25.93,37.04,0,3.7,0
33.33,7.14,9.52,2.38,0
36.84,7.89,7.89,23.68,9.09
57.45,0,0,12.77,2.33
33.9,5.08,0,22.03,0
33.33,19.3,0,24.56,3.85
80.43,0,0,0,19.05
20.59,5.88,0,38.24,6.9
59.7,2.99,0,5.97,6.35
53.66,9.76,0,7.32,0
51.16,0,0,0,0
25,17.31,7.69,5.77,0
71.93,1.75,0,7.02,13.46
61.54,0,0,0,6.06
55.81,0,0,2.33,0
47.69,7.69,0,9.23,5
41.99,8.29,2.21,15.47,1.69
11.93,23.86,3.05,44.92,0.52
5,42.5,10,17.5,0
68.98,0.66,0.33,2.64,1.67
62.75,0,0,0,2.17
54.35,10.87,2.17,2.17,0
46.51,2.33,0,25.58,13.16
68.63,0,0,1.96,6.67
77.5,0,0,0,8.82
31.71,7.32,0,34.15,0
16.67,33.33,10.42,20.83,0
48.78,2.44,0,7.32,0
22.86,14.29,0,20,0
71.11,0,0,0,17.07
29.17,6.25,0,25,9.3
41.67,2.78,5.56,8.33,6.45
85,0,0,0,5.88
20,7.5,2.5,22.5,0
41.86,16.28,4.65,2.33,0
52.08,2.08,8.33,4.17,0
62.79,0,0,0,0
30.3,18.18,0,3.03,3.57
18.18,34.09,9.09,4.55,0
61.7,6.38,0,8.51,30.95
42.31,5.77,0,11.54,2.17
36.59,14.63,0,12.2,0
46.3,7.41,0,7.41,4
70.21,0,0,4.26,0
78.85,0,0,0,36.96
11.36,25,9.09,27.27,0
40.54,8.11,2.7,5.41,0
42.19,12.5,0,23.44,6.67
28.41,14.77,2.27,32.95,2.41
4.17,18.75,4.17,47.92,0
36.54,17.31,0,13.46,0
73.68,0,0,0,3.03
59.74,5.19,0,2.6,8.22
55,6.67,3.33,8.33,3.64
76.75,3.25,0.5,2.75,12.44
2.56,12.82,0,69.23,0
26.67,6.67,0,48.89,5
28.89,26.67,0,24.44,2.56
20.24,26.19,8.33,15.48,0
14.29,19.05,0,45.24,5.41
4.35,23.91,0,54.35,0
15.52,31.03,3.45,25.86,1.82
10.5,31.2,11.66,18.95,1.78
11.43,11.43,0,65.71,0
43.9,9.76,0,2.44,0
60,5.71,5.71,5.71,0
33.33,14.58,4.17,14.58,2.22
21.27,17.14,3.49,46.67,4.21
4.35,36.96,4.35,30.43,0
63.64,0,0,0,0
38.46,5.77,0,7.69,2.13
54.17,6.25,0,2.08,4.65
27.91,25.58,0,13.95,2.56
33.33,23.08,5.13,2.56,0
39.29,7.14,3.57,14.29,3.85
48.39,6.45,0,0,0
49.09,1.82,0,16.36,12
35.48,6.45,0,3.23,3.85
57.14,5.32,1.66,13.62,15.25
45,5,0,7.5,0
81.82,0,0,0,21.05
48.89,4.44,0,15.56,7.69
17.24,10.34,0,17.24,0
34.69,4.08,0,6.12,0
27.49,24.4,1.37,17.87,1.05
26.47,17.65,0,20.59,0
9.09,22.73,0,40.91,0
61.4,5.26,0,8.77,15.69
36.54,15.6,0.21,32.05,4.33
48.48,9.09,0,6.06,0
75.68,0,0,0,0
65.31,0,0,0,4.55
15.25,20.34,3.39,35.59,1.85
36.84,2.63,0,5.26,0
56.25,3.12,0,15.62,0
57.45,2.13,0,6.38,4.65
62.07,0,0,0,0
46.67,10,6.67,3.33,1.85
8.51,23.4,0,40.43,0
53.33,6.67,2.22,6.67,0
36.54,19.23,1.92,9.62,0
32.61,15.22,0,17.39,4.76
26.67,8.33,23.33,13.33,5.45
83.87,0,0,0,39.29
52.94,0,0,11.76,0
59.65,1.75,0,7.02,1.92
73.08,0,0,3.85,12.77
67.39,4.35,0,4.35,4.88
72.22,0,0,0,0
3.57,30.36,14.29,19.64,0
15.69,17.65,15.69,15.69,0
48.48,0,0,0,0
50,0,0,0,6.45
40.54,5.41,5.41,0,0
41.03,2.56,2.56,7.69,2.94
54.17,0,0,6.25,4.65
27.03,21.62,2.7,16.22,0
54.1,1.64,3.28,8.2,5.36
37.78,17.78,2.22,8.89,5
52.5,0,2.5,10,0
83.87,0,0,0,28.57
68.52,11.11,0,3.7,27.08
7.5,26.25,17.5,17.5,0
42,2,0,2,0
44.83,3.45,0,0,0
50,3.36,3.36,5.04,3.43
50.91,3.64,0,12.73,1.92
63.41,2.44,2.44,4.88,2.78
50,10,0,0,2.94
69.23,1.92,0,0,17.02
70.21,0,0,0,0
47.5,7.5,10,5,0
72.5,7.5,0,0,5.41
58.14,4.65,0,6.98,10
31.91,4.26,4.26,31.91,0
8.7,23.91,13.04,15.22,0
71.01,4.35,0,2.9,14.06
10.64,23.4,0,46.81,2.27
57.14,0,0,0,18.92
60,4,0,0,2.27
10,25,0,40,0
24.79,25.64,5.98,17.95,0
50,6.25,0,10.42,4.65
43.9,0,0,0,0
50,0,0,6.82,2.7
62.5,0,0,5,0
69.77,0,0,0,7.89
78.87,0,0,1.41,25.37
55.56,6.67,4.44,0,0
36.67,0,0,0,0
57.14,0,4.08,2.04,0
60.42,0,0,4.17,4.65
79.75,0,0,0,18.92
64.47,3.95,0,2.63,15.49
65.12,0,0,0,5.41
70,2,0,8,28.26
42.42,15.15,0,3.03,0
55.56,2.78,2.78,2.78,0
30.56,5.56,0,22.22,0
43.75,3.12,0,3.12,0
60.47,0,0,0,0
9.09,25.45,10.91,20,0
38.75,11.25,5,17.5,5.33
40.54,8.11,0,5.41,0
76.6,0,0,4.26,18.6
69.35,3.23,0,3.23,10.34
53.79,3.45,0.34,9.31,2.46
42.55,21.28,0,10.64,0
66.67,2.56,0,2.56,0
40.62,0,3.12,0,0
40.54,13.51,0,5.41,0
57.14,2.38,0,0,2.7
68.12,2.9,0,4.35,11.11
35.14,0,0,32.43,3.03
70.27,0,0,0,28.12
73.81,2.38,0,4.76,46.15
6.52,34.78,6.52,19.57,0
63.46,5.77,0,1.92,0
63.64,1.82,0,5.45,15.69
66.67,0,0,4.17,15.91
30.77,16.67,3.85,19.23,2.78
52.4,8,1.6,10,0.81
60,0,0,4.44,2.44
70.15,2.99,0,2.99,22.58
46.67,2.22,2.22,11.11,2.44
16.67,14.58,2.08,39.58,0
53.97,12.7,1.59,9.52,3.51
55.91,7.53,0,12.9,11.49
50.7,4.23,0,18.31,7.46
63.16,5.26,0,1.75,9.43
58.97,3.85,0,8.97,12.68
49.09,7.27,1.82,7.27,4.08
50,7.5,2.5,7.5,2.67
45.45,0,0,0,0
70.31,3.12,0,6.25,13.56
40.91,4.55,0,9.09,0
50,0,0,0,8.33
45.45,6.06,0,12.12,0
54.76,0,0,14.29,10.81
54.29,2.86,2.86,5.71,0
37.5,9.38,3.12,12.5,0
42.11,2.63,0,18.42,2.94
63.84,2.2,0,12.58,21.97
64.71,0,0,1.96,19.57
72,4,0,2,28.89
74.29,2.86,0,0,51.61
75.44,1.75,0,3.51,35.85
73.47,0,0,0,4.55
60,6,0,8,15.56
60,5.45,0,10.91,4.08
67.31,5.77,0,0,4.44
17.14,2.86,5.71,28.57,0
48.48,9.09,0,3.03,7.14
13.21,26.42,3.77,28.3,4.17
74.29,2.86,0,0,19.7
42,2,4,4,8.89
87.18,0,0,0,31.43
33.33,14.29,0,16.67,0
63.08,1.54,0,9.23,15.52
78.05,0,0,0,29.73
30.19,9.43,0,11.32,2.13
30,22,10,12,0
84.78,0,0,0,19.51
18.37,14.29,32.65,4.08,0
43.9,9.76,0,2.44,5.56
30.77,11.54,0,36.54,6.25
37.13,14.34,1.84,9.19,3.72
63.75,1.99,0.4,2.39,2.44
55.36,5.36,1.79,8.93,0
62.75,3.92,0,3.92,10.64
34,12,0,18,2.22
36.17,2.13,6.38,8.51,4.76
25.42,27.12,1.69,22.03,3.7
7.89,34.21,5.26,28.95,0
51.85,1.85,5.56,9.26,10.2
35.48,3.23,6.45,16.13,0
32.56,11.63,0,6.98,7.89
25.58,20.93,2.33,16.28,0
51.72,1.72,0,8.62,0
42,6,0,10,0
66.67,0,0,0,10.53
61.7,2.13,0,0,4.88
65.57,1.64,0,3.28,0
19.72,21.13,4.23,32.39,4.55
56.14,7.02,0,3.51,0
52.5,0,0,0,0
57.14,2.86,0,2.86,0
28.57,5.71,0,28.57,6.45
42.59,3.7,0,22.22,11.76
34.62,3.85,0,21.15,0
27.66,19.15,4.26,23.4,7.14
47.1,6.16,0.36,20.65,11.36
61.76,0,0,0,0
80.24,1.47,0.29,1.18,20.42
57.5,0,0,12.5,2.86
41.86,4.65,0,6.98,0
49.02,19.61,0,5.88,10.87
69.39,0,0,2.04,6.67
64.83,5.93,0,2.97,9.09
35.48,3.23,6.45,0,0
66.67,1.67,0,8.33,9.26
68.18,0,0,4.55,5.26
84.31,0,0,0,15.22
83.93,0,0,0,19.61
73.24,1.41,0,1.41,13.64
60.98,4.88,0,7.32,0
76.19,0,0,0,15.25
80,0,0,0,20
72.13,1.64,0,0,26.32
50,2.27,2.27,2.27,0
34.18,10.91,1.82,20.36,1.11
26.83,7.32,0,26.83,0
20.69,17.24,0,37.93,0
62.5,0,0,0,0
47.62,2.38,0,11.9,2.7
55,2.5,0,5,0
61,5.39,0.83,6.64,3.81
10.42,41.67,4.17,29.17,0
57.58,0,0,0,3.7
33.93,12.5,3.57,12.5,1.96
31.91,14.89,0,25.53,4.76
29.82,10.53,0,19.3,0
27.59,10.34,0,31.03,1.85
55.81,0,0,0,2.63
46.43,3.57,1.79,14.29,8
20.59,14.71,5.88,23.53,0
54.9,5.88,0,5.88,4.44
65.91,0,0,2.27,0
45.95,29.73,0,0,15.62
45.16,0,0,0,7.69
55.1,8.16,0,4.08,0
59.65,5.26,0,1.75,1.96
62.5,0,1.79,7.14,26
54.29,0,0,0,0
59.57,4.26,0,6.38,6.98
65.91,2.27,0,4.55,5.26
24.39,21.95,0,7.32,0
52.17,6.52,2.17,10.87,2.44
17.39,26.09,4.35,21.74,0
47.29,11.11,1.42,26.5,5.76
30.3,6.06,0,3.03,0
33.33,13.64,3.03,13.64,3.33
64.58,0,2.08,4.17,16.67
27.78,11.11,0,11.11,0
29.27,0,0,53.66,0
